ダウンロードした時刻：2018/06/07 20:55:29

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
1995/12/15,9.6,8,1,52,8,1
1995/12/16,6.9,8,1,36,8,1
1995/12/17,6.5,8,1,42,8,1
1995/12/18,7.8,8,1,36,8,1
1995/12/19,5.8,8,1,57,8,1
1995/12/20,5.6,8,1,59,8,1
1995/12/21,6.8,8,1,52,8,1
1995/12/22,8.0,8,1,48,8,1
1995/12/23,8.5,8,1,56,8,1
1995/12/24,8.8,8,1,54,8,1
1995/12/25,3.5,8,1,34,8,1
1995/12/26,2.2,8,1,33,8,1
1995/12/27,3.3,8,1,41,8,1
1995/12/28,4.8,8,1,49,8,1
1995/12/29,5.8,8,1,71,8,1
1995/12/30,6.7,8,1,54,8,1
1995/12/31,7.5,8,1,46,8,1
1996/12/1,7.6,8,1,48,8,1
1996/12/2,7.3,8,1,39,8,1
1996/12/3,7.1,8,1,48,8,1
1996/12/4,8.0,8,1,57,8,1
1996/12/5,15.2,8,1,77,8,1
1996/12/6,11.8,8,1,46,8,1
1996/12/7,7.9,8,1,50,8,1
1996/12/8,7.8,8,1,45,8,1
1996/12/9,8.1,8,1,51,8,1
1996/12/10,9.5,8,1,59,8,1
1996/12/11,10.7,8,1,74,8,1
1996/12/12,11.3,8,1,57,8,1
1996/12/13,10.2,8,1,65,8,1
1996/12/14,10.2,8,1,69,8,1
1996/12/15,10.1,8,1,64,8,1
1996/12/16,10.7,8,1,65,8,1
1996/12/17,13.1,8,1,73,8,1
1996/12/18,12.7,8,1,73,8,1
1996/12/19,7.5,8,1,73,8,1
1996/12/20,6.9,8,1,44,8,1
1996/12/21,7.7,8,1,54,8,1
1996/12/22,9.4,8,1,62,8,1
1996/12/23,9.2,8,1,42,8,1
1996/12/24,6.1,8,1,49,8,1
1996/12/25,7.7,8,1,62,8,1
1996/12/26,8.1,8,1,46,8,1
1996/12/27,6.0,8,1,55,8,1
1996/12/28,7.7,8,1,50,8,1
1996/12/29,6.8,8,1,50,8,1
1996/12/30,8.2,8,1,63,8,1
1996/12/31,9.0,8,1,71,8,1
1997/12/1,10.2,8,1,73,8,1
1997/12/2,10.6,8,1,73,8,1
1997/12/3,5.6,8,1,38,8,1
1997/12/4,6.2,8,1,47,8,1
1997/12/5,8.2,8,1,57,8,1
1997/12/6,10.6,8,1,66,8,1
1997/12/7,13.6,8,1,74,8,1
1997/12/8,16.2,8,1,92,8,1
1997/12/9,14.2,8,1,88,8,1
1997/12/10,11.0,8,1,53,8,1
1997/12/11,8.4,8,1,44,8,1
1997/12/12,9.2,8,1,38,8,1
1997/12/13,6.9,8,1,51,8,1
1997/12/14,6.6,8,1,53,8,1
1997/12/15,9.1,8,1,58,8,1
1997/12/16,10.2,8,1,45,8,1
