ダウンロードした時刻：2018/06/07 20:54:28

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
1991/9/27,22.5,8,1,85,8,1
1991/9/28,26.6,8,1,68,8,1
1991/9/29,21.4,8,1,63,8,1
1991/9/30,20.4,8,1,77,8,1
1992/9/1,27.2,8,1,70,8,1
1992/9/2,27.9,8,1,72,8,1
1992/9/3,29.3,8,1,71,8,1
1992/9/4,30.0,8,1,61,8,1
1992/9/5,26.8,8,1,61,8,1
1992/9/6,22.5,8,1,67,8,1
1992/9/7,21.6,8,1,68,8,1
1992/9/8,22.7,8,1,67,8,1
1992/9/9,23.8,8,1,70,8,1
1992/9/10,23.4,8,1,78,8,1
1992/9/11,26.6,8,1,41,8,1
1992/9/12,22.4,8,1,46,8,1
1992/9/13,21.8,8,1,58,8,1
1992/9/14,21.7,8,1,64,8,1
1992/9/15,21.7,8,1,80,8,1
1992/9/16,23.4,8,1,78,8,1
1992/9/17,23.0,8,1,73,8,1
1992/9/18,21.5,8,1,71,8,1
1992/9/19,19.1,8,1,84,8,1
1992/9/20,20.3,8,1,66,8,1
1992/9/21,19.3,8,1,60,8,1
1992/9/22,19.7,8,1,63,8,1
1992/9/23,20.9,8,1,64,8,1
1992/9/24,22.8,8,1,70,8,1
1992/9/25,25.5,8,1,68,8,1
1992/9/26,20.9,8,1,85,8,1
1992/9/27,19.0,8,1,48,8,1
1992/9/28,17.1,8,1,50,8,1
1992/9/29,18.1,8,1,74,8,1
1992/9/30,20.6,8,1,89,8,1
1993/9/1,26.9,8,1,83,8,1
1993/9/2,24.1,8,1,79,8,1
1993/9/3,22.4,8,1,79,8,1
1993/9/4,26.7,8,1,80,8,1
1993/9/5,25.8,8,1,66,8,1
1993/9/6,22.5,8,1,82,8,1
1993/9/7,20.7,8,1,93,8,1
1993/9/8,20.4,8,1,95,8,1
1993/9/9,20.4,8,1,94,8,1
1993/9/10,24.8,8,1,82,8,1
