ダウンロードした時刻：2018/06/07 20:53:07

,千葉,千葉,千葉,千葉,千葉,千葉
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,品質情報,均質番号,,品質情報,均質番号
1991/5/23,21.9,8,1,72,8,1
1991/5/24,17.2,8,1,84,8,1
1991/5/25,22.7,8,1,76,8,1
1991/5/26,21.8,8,1,82,8,1
1991/5/27,14.6,8,1,83,8,1
1991/5/28,15.7,8,1,66,8,1
1991/5/29,16.7,8,1,73,8,1
1991/5/30,18.3,8,1,67,8,1
1991/5/31,17.6,8,1,80,8,1
1992/5/1,14.2,8,1,52,8,1
1992/5/2,16.1,8,1,52,8,1
1992/5/3,17.5,8,1,55,8,1
1992/5/4,18.2,8,1,30,8,1
1992/5/5,15.7,8,1,29,8,1
1992/5/6,12.3,8,1,52,8,1
1992/5/7,13.6,8,1,71,8,1
1992/5/8,20.5,8,1,77,8,1
1992/5/9,21.2,8,1,85,8,1
1992/5/10,12.5,8,1,85,8,1
1992/5/11,12.7,8,1,48,8,1
1992/5/12,14.2,8,1,59,8,1
1992/5/13,15.8,8,1,77,8,1
1992/5/14,19.9,8,1,82,8,1
1992/5/15,18.3,8,1,70,8,1
1992/5/16,14.0,8,1,92,8,1
1992/5/17,17.0,8,1,79,8,1
1992/5/18,15.8,8,1,90,8,1
1992/5/19,18.5,8,1,74,8,1
1992/5/20,19.2,8,1,70,8,1
1992/5/21,19.1,8,1,71,8,1
1992/5/22,21.0,8,1,68,8,1
1992/5/23,19.9,8,1,68,8,1
1992/5/24,19.9,8,1,76,8,1
1992/5/25,19.0,8,1,64,8,1
1992/5/26,16.4,8,1,68,8,1
1992/5/27,18.0,8,1,71,8,1
1992/5/28,16.3,8,1,76,8,1
1992/5/29,18.2,8,1,59,8,1
1992/5/30,16.6,8,1,79,8,1
1992/5/31,15.3,8,1,88,8,1
1993/5/1,9.3,8,1,72,8,1
1993/5/2,10.3,8,1,83,8,1
1993/5/3,13.0,8,1,86,8,1
1993/5/4,13.0,8,1,62,8,1
1993/5/5,13.5,8,1,73,8,1
1993/5/6,16.6,8,1,72,8,1
1993/5/7,17.1,8,1,66,8,1
1993/5/8,15.6,8,1,69,8,1
1993/5/9,17.2,8,1,70,8,1
1993/5/10,16.0,8,1,91,8,1
1993/5/11,18.7,8,1,56,8,1
1993/5/12,20.4,8,1,64,8,1
1993/5/13,22.5,8,1,68,8,1
1993/5/14,13.1,8,1,90,8,1
1993/5/15,14.5,8,1,57,8,1
1993/5/16,15.2,8,1,54,8,1
1993/5/17,17.5,8,1,66,8,1
1993/5/18,17.8,8,1,72,8,1
1993/5/19,19.4,8,1,68,8,1
1993/5/20,20.0,8,1,63,8,1
1993/5/21,17.8,8,1,65,8,1
1993/5/22,18.3,8,1,76,8,1
1993/5/23,19.7,8,1,78,8,1
1993/5/24,19.2,8,1,73,8,1
1993/5/25,20.8,8,1,70,8,1
1993/5/26,20.4,8,1,65,8,1
1993/5/27,20.2,8,1,54,8,1
1993/5/28,21.5,8,1,50,8,1
1993/5/29,20.0,8,1,74,8,1
1993/5/30,19.3,8,1,76,8,1
1993/5/31,19.2,8,1,71,8,1
1994/5/1,14.3,8,1,76,8,1
1994/5/2,11.9,8,1,84,8,1
1994/5/3,13.0,8,1,90,8,1
1994/5/4,18.7,8,1,86,8,1
1994/5/5,20.7,8,1,71,8,1
1994/5/6,17.3,8,1,69,8,1
1994/5/7,19.1,8,1,61,8,1
1994/5/8,21.2,8,1,67,8,1
1994/5/9,18.2,8,1,60,8,1
1994/5/10,19.3,8,1,66,8,1
1994/5/11,19.1,8,1,73,8,1
1994/5/12,16.4,8,1,87,8,1
1994/5/13,18.3,8,1,65,8,1
1994/5/14,19.3,8,1,71,8,1
1994/5/15,18.4,8,1,89,8,1
1994/5/16,23.0,8,1,69,8,1
1994/5/17,19.9,8,1,66,8,1
1994/5/18,16.1,8,1,65,8,1
1994/5/19,19.0,8,1,46,8,1
1994/5/20,15.1,8,1,60,8,1
1994/5/21,17.1,8,1,58,8,1
1994/5/22,18.9,8,1,67,8,1
1994/5/23,21.4,8,1,67,8,1
1994/5/24,21.8,8,1,66,8,1
1994/5/25,21.9,8,1,72,8,1
1994/5/26,21.5,8,1,82,8,1
1994/5/27,23.4,8,1,90,8,1
1994/5/28,18.9,8,1,76,8,1
1994/5/29,21.1,8,1,71,8,1
1994/5/30,20.7,8,1,79,8,1
1994/5/31,23.1,8,1,70,8,1
1995/5/1,15.5,8,1,87,8,1
1995/5/2,18.7,8,1,90,8,1
1995/5/3,20.3,8,1,85,8,1
1995/5/4,17.8,8,1,74,8,1
1995/5/5,13.9,8,1,86,8,1
1995/5/6,17.4,8,1,75,8,1
1995/5/7,17.2,8,1,65,8,1
1995/5/8,16.5,8,1,78,8,1
1995/5/9,18.5,8,1,80,8,1
1995/5/10,20.3,8,1,78,8,1
1995/5/11,18.2,8,1,78,8,1
1995/5/12,18.0,8,1,74,8,1
